"MutantVarietyID","Variety Name","Local Name","Local Registration Year","Local Registration Number","Local Registration Agency","National Registration Number","National Registration Agency","Latin Name","Common Name","Country Name","Short Description","Miscellaneous","Character Improvement Details","Registration","PropagationModeType","UsageSubcategory","MutantDevelopmentType","Intellectual Property","Mutagen Treatment Type","Physical Mutagen","Chemical Mutagen","Treatment Material Type","Continent Name"
"2344","Beloslava","","1997","","","","","Triticum turgidum subsp. durum (Desf.) Husn.","Durum wheat","Bulgaria","The mutant variety Beloslava was officialy approved in 1997. It was developed by crossing with two mutant lines. Main improved attributes of mutant variety are resistance to lodging, high yield and good grain quality.","Variety “Beloslava” Variety Beloslava was recognized as an original cultivar, appropriate to the whole country in 1997. Beloslava originates from the crossing between two mutant lines: M-224 and M-155. The stem height is 80-88 cm with very good lodging resistance. The ear is large and produces 14.3% more grains and has 25% more grain weight per spike than the standard variety Progress. The vitreousness of the grains is 95-98%. The results regarding productivity, obtained in the course of the ten year long period in the Cotton and Durum Wheat Research Institute show that the new variety overweighs with 14.9%, the old standard cultivar Zagorka and with 4.4% - the new standard Progress. The most essential trait of the new durum wheat variety is its grain quality. The amount of the crude protein varies between 17-19% as compared to 14-16.5% in the standard. The wet gluten is between 40-42% as compared to 32-36% in the standard, which signifies 1.17 to 4.43% more protein as a whole. Maximum productivity of the variety Beloslava is 8000 kg/ha.","Resistance to lodging, high yield and good grain quality","1997","Seed - Self pollination","Cereals","Crossing of two mutants","","","","","","Europe"
"178","Belozernii","Belozernji","1979","","","","","Avena sativa L.","Oat","Russian Federation","The mutant variety Belozernii was officialy approved in 1979. The seeds was treated with water solution of 0.006% NMU. Main improved attribute of variety is resistance to lodging.","","Resistance to lodging","1979","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Chemical","","Methylnitrosourea","Seed","Europe"
"270","Belrene","","1970","","","","","Malus domestica (Suckow) Borkh.","Apple","France","The mutant variety Belrene was officially approved in 1970. It was developed by treatment of growing shoots with chemical mutagen EMS. Main improved attributes of mutant variety are early maturity, more colored and bigger fruits, but yield reduced.","","Early maturity, more colored and bigger fruits","1970","Vegetative - Budding and grafting","Tree fruit","Direct development of an induced mutant","","Chemical","","Ethyl Methanesulfonate","Vegetative propagates","Europe"
"2174","Belyi Karlik","Belyi Karlik","1984","","","","","Iris Tourn. ex L.","Iris","Russian Federation","The mutant variety Belyi Karlik (white dwarf) was officialy approved in 1984. It was developed by irradiation of seeds or pollen by gamma rays (5,20,100, or 300 Gy). Main improved attributes of mutant variety are good ornamental quality, easy to propagate, improved resistance to low temperatures and resistance to diseases.","","Good ornamental quality, easy to propagate, improved resistance to low temperatures and resistance to diseases","1984","Vegetative - Rhizomes","Flowers","Direct development of an induced mutant","","Physical","","","","Europe"
"2396","Bengawan Mutant","","1984","","","","","Oryza sativa L.","Rice","Philippines","The mutant variety Bengawan Mutant was officialy approved in 1984. It was developed by irradiation with gamma rays (300 Gy). Main improved attributes of mutant variety are high yield, short plant stature and early maturity.","","High yield, short plant stature and early maturity","1984","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"406","Beni-nambu","","1978","","","","","Vigna angularis (Willd.) Ohwi & H.Ohashi.","Azuki bean","Japan","The mutant variety Beni-nambu was officialy approved in 1978. It was developed by irradiation of seeds with gamma rays (100 Gy). Main improved attributes of mutant variety are early maturity (10 days earlier), short culm, good seed colour, uniform seed size and high yield.","","Early maturity (10 days earlier), short culm, good seed colour, uniform seed size and high yield","1978","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"3110","Benigoromo","","2002","","National Agric. Res. Cent. Tohoku Region, NARO","","","Oryza sativa L.","Rice","Japan","The mutant variety Benigoromo was officialy approved in 2002. It was developed by hybridization with mutant variety Fukuhibiki obtained by irradiation of seeds with gamma rays (200 Gy). Main improved attributes of mutant variety are japonica type rice with early maturity, short stem, high yield, large red grains.","Benigorimo is a new rice cultivar developed at the National Agricultural Research Centre for Tohoku Region, NARO, and was registered as Norin384 by the Ministry of Agriculture, Forestry and Fisheries in 2002. This cultivar was selected from the progenies of the combination of Ouu 331/A5//Ouu 331. A5 is a local cultivar of nonglutinous red grain in the Tohoku region, named Akamuro. Benigoromo is characterized as a japonica type rice with early maturity in the Tohoku region. When compared to the local cultivar of red grain rice, the culm is shorter, the awn is shorter and the grains are harder to shatter. It has a true resistance gene Pia to blast [Magnaporthe grisea], and the field resistance to leaf and panicle blasts are slightly weak and moderate, respectively. Its cool weather tolerance at the reproductive stage is moderate, and the seed dormancy is also moderate. The grain yields are slightly higher than Akitakomachi, and the 1000-grain weight is ~25 g. The grains have higher dietary fibre, sodium, tannin, catechin and anthocyanidin contents than Akitakomachi, and the antioxidant activity of the grains is high. The eating quality becomes better when mixed with Silky Pearl, which is a low amylose content cultivar. Since Benigoromo has large red grains, it can be used for coloured rice without the need for adzuki beans, coloured rice wine, or other additives. It is adapted to fertile lowland areas in the Tohoku region.","Early maturity, short stem, high yield, large red grains","2002","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays","","Seed","Asia"
"3097","Benika","","2001","","","11847","Ministry of Agriculture, Forestry and Fisheries (MAFF)","Oryza sativa L.","Rice","Japan","The mutant variety Benika was officially approved in 2004. It was developed by hybridization with mutant variety Hagi-no-kaori obtained by irradiation of seeds with gamma rays (200 Gy). Benika is coloured-grain rice.","Niigata Agricultural Research Institute Crop Research Center has been developing new rice cultivars with unique grain characteristics since 1989. Nine new rice cultivars have been released recently. 'Chigonohoho' and 'Ekkakou' are aromatic rice for blending use. 'Kaoruko' is aromatic rice for non-blending use. 'Koshiguruma' is giant-embryo rice. 'Akigumo' and 'Natsugumo' are low-amylose rice. 'Benisarasa, Benika and Shihou' are colored-grain rice. Production of these unique and high value added cultivars will lead to the activation of agriculture in the semi-middle mountainous regions in Niigata prefecture.","Coloured grain rice","2004","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays","","Seed","Asia"
"3098","Benisarasa","","2001","","","11848","Ministry of Agriculture, Forestry and Fisheries (MAFF)","Oryza sativa L.","Rice","Japan","The mutant variety Benisarasa was officially approved in 2004. It was developed by hybridization with mutant variety Hagi-no-kaori obtained by irradiation of seeds with gamma rays (200 Gy). Benisarasa is coloured-grain rice.","Niigata Agricultural Research Institute Crop Research Center has been developing new rice cultivars with unique grain characteristics since 1989. Nine new rice cultivars have been released recently. 'Chigonohoho' and 'Ekkakou' are aromatic rice for blending use. 'Kaoruko' is aromatic rice for non-blending use. 'Koshiguruma' is giant-embryo rice. 'Akigumo' and 'Natsugumo' are low-amylose rice. 'Benisarasa, Benika and Shihou' are colored-grain rice. Production of these unique and high value added cultivars will lead to the activation of agriculture in the semi-middle mountainous regions in Niigata prefecture.","Coloured grain rice","2004","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays","","Seed","Asia"
"4870","Benito","","","","Havana, Cuba","","","Hibiscus sabdariffa L","Flor de Jamaica","Cuba","Yerzy parent variety irradaited with 150 Gy  Gamma rays of 60Co in 2000.","","Short cycle Form  of fruits High yielding","2013","Seed - Self pollination","Fruits vegetables","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Latin America and the Caribbean"
"482","Berolina","","1982","","","","","Hordeum vulgare L.","Barley","Austria","The mutant variety Berolona was officialy approved in 1982. It was developed by hybridization with mutant varieties Trumpf and Diamant obtained by irradiation of seeds with x-rays (100 Gy). Main improved attributes of mutant variety are high yield and good malting quality.","","High yield and good malting quality","1982","Seed - Self pollination","Cereals","Crossing of two mutants","","Physical","X-rays","","Seed","Europe"
"493","Berta","","1982","","","","","Hordeum vulgare L.","Barley","Austria","The mutant variety Berta was officialy approved in 1982. It was developed by hybridization with mutant varieties Diamant and Trumpf (obtained by irradiation of with 100 Gy x-rays) and Medina. Main improved attributes of mutant variety are resistance to lodging and high yield.","","Resistance to lodging and high yield","1982","Seed - Self pollination","Cereals","Crossing of two mutants","","Physical","X-rays","","Seed","Europe"
"3338","Bestari","","2008","","","No.1012/Kpts/SR.120/7/2008","Agricultural Ministry of Indonesia","Oryza sativa L.","Rice","Indonesia","The mutant variety Bestari was officialy approved in 2008. It was developed by irradiation with gamma rays (200 Gy). Main improved attributes of mutant variety are high yield, early maturity, tolerant to BLB and good quality.","","High yield, early maturity, tolerant to BLB and good quality","2008","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"953","Betina","","1970","","","","","Hordeum vulgare L.","Barley","France","The mutant variety Betina was officialy approved in 1970. It was developed by treatment of seeds with EMS (1.5%). Main improved attributes of mutant variety are short  stiff straw, resistance to lodging, excellent mildew tolerance, high yield.","","Short stiff straw, resistance to lodging, excellent mildew tolerance and high yield","1970","Seed - Self pollination","Fodder","Direct development of an induced mutant","","Physical","","Ethyl Methanesulfonate","Seed","Europe"
"2858","BG 1","","1979","","","","","Arachis hypogaea L.","Groundnut","India","The mutant variety BG 1 was officialy approved in 1979. It was developed by irradiation of seeds with x-rays. Main improved attributes of mutant variety are higher yield, semi-erect habit, gigas type and large seed. BG-1 mutant variety was released for Bihar state.","","Higher yield, semi-erect habit, gigas type and large seed","1979","Seed - Self pollination","Nuts","Direct development of an induced mutant","","Physical","X-rays","","Seed","Asia"
"2859","BG 2","","1979","","","","","Arachis hypogaea L.","Groundnut","India","The mutant variety BG 2 was officialy approved in 1979. It was developed by irradiation of seeds with x-rays. Main improved attributes of mutant variety are higher yield, large seed and semi errect habit.","","Higher yield, large seed and semi errect habit","1979","Seed - Self pollination","Nuts","Direct development of an induced mutant","","Physical","X-rays","","Seed","Asia"
"3367","BGM 547","","2005","","","","","Cicer arietinum L.","Chickpea","India","The mutant variety BGM 547 was officialy approved in 2005. It was developed by irradiation with gamma rays. Main improved attributes of mutant variety are high yield, bold grain size, attractive golden brown color and moderate resistance to wilt, root rot, stunt and Helicoverpa armigera.","BGM 547, developed from gamma irradiated BG 256, is a new high yielding chickpea mutant cultivar with bold grain size, attractive golden brown colour and moderate resistance to wilt, root rot, stunt and Helicoverpa armigera.","High yield, bold grain size, attractive golden brown color and moderate resistance to wilt, root rot, stunt and Helicoverpa armigera","2005","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"1051","BH-75","","1983","","","","","Hordeum vulgare L.","Barley","India","The mutant variety BH-75 was officialy approved in 1983. It was developed by hybridization with mutant variety RDB-1 obtained by treatment of seeds with neutrons (4.5 x 10^12 NP/cm^2). Main improved attributes of mutant variety are semi-dwarfness, good tillering ability, early maturity, resistance to yellow rust and CCN. Pedigree: RD-150 (=RDB-1 x EB-795) x Ahor-131'/68.","","Semi-dwarfness, good tillering ability, early maturity, resistance to yellow rust and CCN","1983","Seed - Self pollination","Cereals","Crossing with one mutant","","Physical","Neutrons","","Seed","Asia"
"1741","Bhanumati (OJC-11)","","1987","","","","","Cymbopogon winterianus Jowitt ex Bor","Citronella / Citronella grass","India","The mutant variety Bhanumati was officialy approved in 1987. It was developed by irradiation of dormant buds with x-rays (60 Gy). Main improved attributes of mutant variety are high oil content under marginal condition.","","High oil content under marginal condition","1987","Vegetative - Suckers","Medicinal plants","Direct development of an induced mutant","","Physical","X-rays","","Vegetative propagates","Asia"
"1739","Bibhuti (OJC-5)","","1987","","","","","Cymbopogon winterianus Jowitt ex Bor","Citronella / Citronella grass","India","The mutant variety Bibhuti was officialy approved in 1987. It was developed by irradiation of dormant buds with x-rays (90 Gy). Main improved attributes of mutant variety are high oil content, adaptability to marginal condition.","","High oil content, adaptability to marginal condition","1987","Vegetative - Suckers","Medicinal plants","Direct development of an induced mutant","","Physical","X-rays","","Vegetative propagates","Asia"
"1929","Bichitra","","1978","","","","","Dahlia Cav.","Dahlia","India","The mutant variety Bichitra was officialy approved in 1978. It was developed by irradiation of tubers of variety Kenya with gamma rays (20-30 Gy). Main improved attributes of mutant variety are altered plant architecture and mimosa yellow flower color.","","Altered plant architecture and mimosa yellow flower color","1978","","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Vegetative propagates","Asia"
"1980","Big-Cross","","1976","","","","","Begonia L.","Begonia","Japan","The mutant variety Big-Cross was officially approved in 1976. It was developed by irradiation of buds grown up from cutting leaves with gamma rays (30 Gy). Main improved attributes of mutant variety are larger leaves of unequal heart form having larger cross-shape figures with bright purple-brown color than original variety. The mutant variety Big-Cross has very strong plants.","","Larger leaves of unequal heart form having larger cross-shape figures with bright purple-brown color than original variety, very strong plants","1976","","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Vegetative propagates","Asia"
"4857","BINA Chinabadam-10","","2018","","Bangladesh Instituter of Nuclear Agriculture (BINA)","","","Arachis hypogaea L.","Groundnut","Bangladesh","The proposed variety, BINA Chinabadam-10 has been developed by irradiating the seeds of PK-1. Two hundred dry seeds were irradiated with 150 Gy dose of gamma rays and the M1 seeds were sown immediately at BINA farm, Mymensingh on 17 February 2013. In M2, M3 and M4 generations, 15, 1 and 1 populations, respectively, were selected based on higher pod number and yield. In preliminary, advance, zonal, on-farm and on-station trials conducted during 2016-17 to 2017-18, the mutant PK1/15/69 out yielded the highest yielding popular variety, Binachinabadam-4 in most of the cases. Considering all these, this mutant was chosen for registration as BINA Chinabadam-10 for commercial cultivation in the groundnut growing areas of Bangladesh.","","Higher pod number and higher yield.","2018","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"4942","BINA dham 25","","","","","","Dhaka, Bangladesh, 18 January 2022","Oryza sativa L.","Rice","Bangladesh","The BINA dham 25 variety was developed from induced mutations of BRRI dhan 29.","Mutagen source(s): Carbon ion beams Mutagen doses(s) and/or concentration(s): 40 Gy Year of mutagenic treatment: 2009","High yeild ,short duration,taller plant height,longer planic length,extra long grain","2022","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"4963","BINA moog12","","","","","02(03)-30/22","National Seed Board (NSB) Underline as appropriate","Vigna radiata (L.) R.Wilczek","Mungbean","Bangladesh","Commercial value (e.g. additional income to farmers): Farmers are growing this variety for its higher yield and short duration","Mutagen source(s): Physical mutagenic treatment Mutagen doses(s) and/or concentration(s): Induced gamma ray 400 Gy  Year of mutagenic treatment: 2014","Plant height ranges from 46-48 cm with early maturing (70-74 days). Pod matures at  time (85-90%). Leaf is deep green and seed is green. Its average seed yield is 2000 kg/ha and 1000-seed weight 39.37g. It is tolerant to Cercospora leaf spot, yellow mosaic virus, drought and high temperature.","2022","Seed - Self pollination","","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"2346","Binachinabadam 3","","2000","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","The mutant variety Binachinabadam-3 was officialy approved in 2000. It was developed by gamma irradiation (200 Gy). Main improved attributes of mutant variety are dark green-obovate leaf pod and seed size increased, higher yield, moderately resistant to collar rot, CLS and rust, increased oil and protein content.","Binachinabadam-3:    It also released in 2000. Plants are intermediate dwarf. Leaves are mostly   upright, lanceolate and dark green. Pods and seeds are 27% and 40% bolder than the mother variety Dacca-1. Pods are shiny, without constriction and strong venation. The variety is moderately resistant to collar rot, Cercospora leaf spot and rust diseases. Maximum pod yield potential is 3.0 tons/ha in winter and 1.6 tons/ha in summer. Maturity period ranges between 150-160 days in winter and 125-135 days in summer. Seeds contain 52% oil and 29% protein.  Adress: P.O.Box # 4, Mymensingh 2200 Bangladesh Email bina@bdmail.net. Crop species ID: AHG0051","Dark green-obovate leaf pod and seed size increased, higher yield, moderately resistant to collar rot, CLS and rust, increased oil and protein content","2000","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"2348","Binachinabadam-1","","2000","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","The mutant variety Binachinabadam-1 was officialy approved in 2000. It was developed by gamma irradiation (200 Gy). Main improved attributes of mutant variety are waxy leaf, pod and seed size increased, seed coat color became brighter, moderately resistant to collar rot, CLS and rust, higher yield.","Binachinabadam-1:    This variety released in 2000. Plants are dwarf (av. 32 cm plant height).    Leaves are dark green, obovate shape and waxy layers. Pods and seeds are 26 and 30% bolder than the mother variety Dacca-1. Pods are without constriction and absence in prominent beak. The variety is moderately resistant to collar rot, Cercospora leaf spot and rust diseases. Maximum pod yield potential is 3.8 tons/ha in winter and 2.4 tons/ha in summer.  Maturity period ranges between 150-160 days in winter and 125-135 days in summer. Seeds contain 47% oil and 28% protein. Address: P.O. Box #4, MymensingH, 2200 Bangladesh. With Crop Sepcies ID AHG 0053","Waxy leaf, pod and seed size increased, seed coat color became brighter, moderately resistant to collar rot, CLS and rust, higher yield","2000","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"2347","Binachinabadam-2","","2000","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","The mutant variety Binachinabadam-2 was officialy approved in 2000. It was developed by gamma irradiation. Main improved attributes of mutant variety are dark green-oval leaf pod and seed size increased, higher yield, moderately resistant to collar rot, CLS and rust, increased oil content (%).","Binachinabadam-2:    It was released in 2000. Plants are also dwarf (av. 28 cm plant height).    Leaves are small, darker green and ovate shape. Pods and seeds are 24% and 18% bolder than the mother variety Dacca-1. Pods are shiny, without constriction and absence in prominent beak. The variety is moderately resistant to collar rot, Cercospora leaf spot and rust diseases. Maximum pod yield potential is 3.2 tons/ha in winter and 1.7 tons/ha in summer. Maturity period ranges between 150-160 days in winter and 125-135 days in summer. Seeds contain 50% oil and 28% protein. Address: P.O. Box #4, MymensingH, 2200 Bangladesh. With Crop Sepcies ID AHG 0052","Dark green-oval leaf pod and seed size increased, higher yield, moderately resistant to collar rot, CLS and rust, increased oil content (%)","2000","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"2942","Binachinabadam-4","Binachinabadam-4","2008","03(06)-14/08","National Seed Board of Bangladesh","03(06)-14/08","National Seed Board of Bangladesh","Arachis hypogaea L.","Groundnut","Bangladesh","The main characteristics of this mutant variety are as follows: (1)	Leaflet : Long, elliptical and pale green   (2)	Growth: Higher early growth and ground cover (3)	Pod size: Medium bold (100-pod weigh: 72g)   (4)	Pod’s constriction: Absent (5)	Pod’s venation: strong (6)	Pod’s beak: Absent (7)	Seed size: Medium bold ( 100- seed weight: 57g  )  (8)	Maximum yield: 3.5t/ha (9)	Average yield: 2.6t/ha (10)	Shelling percent: 76-81% (11)	Seeds contain 27.5%  protein and  48.6% oil  (12)	Tolerant to collar rot, cercospora leaf spot and rust diseases.","Binachinabadam-4 (D1/20/3M-30) has been developed by irradiating seeds of the local popular cultivar Dacca-1. One thousand seeds were irradiated with 200 Gy gamma-rays, the earlier established LD30 value, and these M1 seeds were sown immediately at BINA farm, Mymensingh in November 1997. At maturity each M1plant’s pod was harvested and kept separately. The following year, M2 progenies were evaluated following augmented design. In this generation, competitive ten plants yields from each and every M2 progenies including the check varieties were recorded. Sixty two progenies that produced significantly higher number of pod and pod yield than the checks were selected. Exactly similar procedure of selection was practiced in M3 generation. Preliminary yield trial was carried out with 24 M5 true breeding mutant families of which 14 were selected.  These true breeding M6 mutant families were then put into advanced yield trial in 2002-03 at BINA farm, Mymensingh and BINA sub-station farm, Ishurdi, Pabna. Based on yield performances and earliness 8 top yielding mutant families were further selected for zonal yield trials, next year. From the zonal trials three top yielding mutant lines were selected for on-station and on-farm trials of which the mutant line D1/20/3M-30 produced significantly the highest yield of all at all locations except Mymensingh. From preliminary yield trial, the mutant families were also assessed for their disease and insect-pest reactions and earliness. Considering all these,   this mutant has been registered by the National Seed Board of Bangladesh in September 2008 for commercial cultivation by the farmers.","","2008","Seed - Self pollination","Nuts","Direct development of an induced mutant","NA","Physical","Gamma rays","","Seed","Asia"
"4457","Binachinabadam-5","","","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","The mutant ‘Mut-3’ was obtained by irradiating the seeds of the local cultivar ‘Dacca-1’ with gamma ray. A plant with different characteristics from this mutant was obtained in the field and was named as ‘Mut-6’. The seeds of ‘Mut-6’ was irradiated further with 250 Gy dose of gamma ray and the mutant M6/250/54-20 was obtained. This mutant was released as ‘Binachinabadam-5’ in 2011 for commercial cultivation in the saline areas of Bangladesh.","","Binachinabadam-5 can tolerate 8.0 dS/m salinity stress during flowering till harvest stages. Pants are medium and erect. Leaves are elongated, ovate and green. Pod and kernel are also medium in size. Tolerant to collar rot and rust diseases. Maximum pod yield potential is 3400 kg/ha and average is 2300 kg/ha under saline field conditions at Khulna and Patuakhali. Maturity period ranges between 140-150 days. Seeds contain 49% oil and 25.72% protein. Produces 10-15% more yield than Dacca-1 in the mentioned areas.","2011","Seed - Self pollination","Legume and Pulses","","","Physical","Gamma rays","","Seed","Asia"
"4458","Binachinabadam-6","","","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","The mutant groundnut variety ‘Mut-3’ was obtained by irradiating the seeds of the local cultivar ‘Dacca-1’ with gamma ray. A plant with different characteristics from this mutant was obtained in the field and was named as ‘Mut-6’. The seeds of ‘Mut-6’ was irradiated further with 250 Gy dose of gamma ray and the mutant M6/250/64-82 was obtained. This mutant was released as ‘Binachinabadam-6’ in 2011 for commercial cultivation in the saline areas of Bangladesh.","","Binachinabadam-6 can tolerate 8.0 dS/m of salinity stress during flowering till harvest stages. Plants are dwarf and erect. Leaves are small, ovate and light green. Pod and kernel are medium in size. Tolerant to collar rot and rust diseases. Maximum pod yield potential is 2900 kg/ha and average yield is 2400 kg/ha under saline field conditions at Bagerhat , Khulna and Noakhali districts. Maturity period ranges between 140-150 days. Seeds contain 48.51% oil and 28.68% protein. Produces 30-40% more yield than Dacca-1 in the mentioned areas.","2011","Seed - Self pollination","Legume and Pulses","","","Physical","Gamma rays","","Seed","Asia"
"4459","Binachinabadam-7","","","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","Binachinabadam-7’ has been developed by irradiating the seeds of Dacca-1. Two hundred seeds were irradiated with 200 Gy dose of gamma rays and the M1 seeds were sown immediately at BINA farm, Mymensingh on 1st Feb 2006. In M2 generation, fifty four progenies were sown following plant-progeny-row on 28 Nov in the same year.  In M3 and M4 generations 17 and three mutants, respectively, were selected based on higher yield. In preliminary, advance and zonal yield trials ducted during 2009-10, 2010-11 and 2012-13 the mutant D1/20/17-1 out yielded the parent Dacca-1. Finally, in on-farm and on-station trial conducted during 2013-14, this mutant out yielded its parent, Dacca-1 at five out of eight locations. Moreover, this mutant performs better under 8dS/m salinity when exposed at reproductive stage apart from its tolerances to jassid and hairy caterpillar. Considering all these, this mutant was registered as ‘Binachinabadam-7’ for commercial cultivation in both saline and non saline soils.","","Binachinabadm-7 was released in 2014. Its plants are dwarf and erect. Pods are smaller than the parent variety Dacca-1 (100 pod weight 60-70 g) but kernels are medium (100 kernel weight 30-33 g) in size.  There are mostly two kernels in a pod. Kernels are whitish brown in color. It can tolerate 8 dS/m salinity during flowering till maturity stages. This variety is also tolerant to jassid and hairy caterpillar. Average pod yield is 2.52 t/ha in non-saline but 1.8 t/ha under saline soil conditions. Shelling percentage is 60-79% and seeds contain 28.0% protein and 48.3 % oil.","2014","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"4460","Binachinabadam-9","","","","","","","Arachis hypogaea L.","Groundnut","Bangladesh","‘Binachinabadam-9’ has been developed by irradiating the seeds of PK-1. 200 seeds were irradiated with 250 Gy dose of gamma rays and the M1 seeds were sown immediately at BINA farm, Mymensingh on 1 Feb 2006. In M2 generation, 59 progenies were sown following plant-progeny-rowing on 28 Nov 2006. In M3 and M4 generations 10 and 5 mutants, respectively, were selected based on higher yield. In preliminary, advance and zonal yield trials conducted during 2009-10, 2010-11 and 2012-13, respectively, the mutant RS/25/3-1 out yielded the parent PK-1. Finally, in on-farm and on-station trial conducted during 2013-14, this mutant out yielded the check variety, Dacca-1 at 6 out of 8 locations. Moreover, this mutant performs better under 8dS/m salinity when exposed to reproductive stage apart from its tolerances to jassid, leaf roller and hairy caterpillar. The mutant was chosen for registration as ‘Binachinabadam-9’ for commercial cultivation in both saline and non saline soils.","","Binachinabadm-9 was released in 2014. Its plants are dwarf and erect. Pods and kernels are medium in size. Seed coat color is dark red. It can tolerate 8 dS/m salinity during flowering till maturity stages. This variety is also tolerant to jassid, leaf roller and hairy caterpillar. Average pod yield is 2.9 t/ha in non-saline but 1.9 t/ha under saline soil conditions. Shelling percentage is 72-84% and seeds contain 23.75% protein and 48.00 % oil.","2014","Seed - Self pollination","Legume and Pulses","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"301","Binadeshipat-2","","1997","","","","National Seed Board Agric. Ministry, Dhaka","Corchorus capsularis L.","Jute","Bangladesh","The mutant variety Binadeshipat-2 was officialy approved in 1997. It was developed by treatment with chemical mutagen sodium azide (NaN3) with treatment dose 12 mM. Main improved attributes of mutant variety are high fibre yield, early sowing potential and white color of fibre.","","High fibre yield, early sowing potential and white color of fibre","1997","Seed - Self pollination","Fibre crop","Direct development of an induced mutant","","","","Sodium Azide","","Asia"
"510","Binadhan 4","","1998","","","","","Oryza sativa L.","Rice","Bangladesh","The mutant variety Binadhan 4 is an early maturing variety officialy released in 1998, that takes about 130-135 days to mature. It was developed by irradiation of seeds from F2 generation of cross BR4 x Iratom 38 with gamma rays (300 Gy). After harvest of this variety, wheat/oil crops/pulses can be grown in optimum time. It is a good variety for increasing cropping intensity. This variety is more tolerant to major diseases and insect-pests. Maximum grain yield is 5.5 tons/ha (av. 4.7 tons/ha). Grains are long and slender. Binadhan-4 produces high quality rice, which is exportable, and its local market price is higher than many other T. aman varieties. Main improved attributes of mutant variety are increased height, lodging resistant, early maturity, grain size became long fine and higher grain yield.","Binadhan-4: It is also an early maturing variety released in 1998 that takes about 130-135 days to mature. After harvest of this variety, wheat/oil crops/pulses can be grown in optimum time.     It is a good variety for increasing cropping intensity. This variety is more tolerant to major diseases and insect-pests. Maximum grain yield is 5.5 tons/ha (av. 4.7 tons/ha). Grains are long and slender. Binadhan-4 produces high quality rice, which is exportable, and its local market price is higher than many other T. aman varieties. .","Increased plant height, lodging resistant, early maturity, grain size is long and fine, higher grain yield, tolerant to major diseases and insect-pests","1998","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"509","Binadhan 5","","1998","","","","","Oryza sativa L.","Rice","Bangladesh","The mutant variety Binadhan 5 was officialy released in 1998. It was developed by irradiation of seeds from F2 generation of cross Dular x Iratom 24 with gamma rays (300 Gy). Its plant is tolerant to lodging and height ranges between 110-115 cm. The variety takes about 150-155 days to mature and can produce a maximum grain yield of 8.5 tons/ha (av. 7.0 tons/ha). Grains are long, slender and bright in color. Farmers can get more straw by cultivation of Binadhan-5.","","Tolerant to lodging, high grain yield, early maturity, altered grain color and shape","1998","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"508","Binadhan 6","","1998","","","","","Oryza sativa L.","Rice","Bangladesh","The mutant variety Binadhan 6 was officialy approved in 1998. It was developed by irradiation of seeds from F2 generation of cross Iratom 24 x Dular with gamma rays (300 Gy). Its plant height is similar to Binadhan-5, but it bears more tillers and gives a maximum grain yield of 9.0 tons/ha with an average yield of 7.5 tons, which is higher than hybrid rice. Maturity period is about 160-165 days, i.e., slightly longer than Binadhan-5. Grains are medium bold and bright in color.","","High grain yield, later maturity and altered grain size and color","1998","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
